"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","EL53","Western Macedonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.05,,
"2","Large regions (TL2)","EL41","North Aegean","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,745,,
"2","Large regions (TL2)","AU2","Victoria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.59,,
"1","Country","GRC","Greece","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,5.87,,
"2","Large regions (TL2)","RU31","Republic of Kalmykia","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,1485,,
"2","Large regions (TL2)","FRY1","Guadeloupe","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,1098,,
"2","Large regions (TL2)","TR33","Northern Aegean","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.46,,
"2","Large regions (TL2)","EL30","Attica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,7.34,,
"2","Large regions (TL2)","US39","Ohio","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.49,,
"2","Large regions (TL2)","CH03","Northwestern Switzerland ","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,4.49,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,4323.98,,
"2","Large regions (TL2)","HU22","Western Transdanubia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.95,,
"2","Large regions (TL2)","IL03","Haifa District","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3595,,
"2","Large regions (TL2)","FRY3","French Guiana","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,1.79,,
"2","Large regions (TL2)","EL30","Attica","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,29310,,
"2","Large regions (TL2)","IL02","Northern District","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,2.53,,
"2","Large regions (TL2)","EL30","Attica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,7.41,,
"2","Large regions (TL2)","US33","New Hampshire","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.7,,
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,678,,
"2","Large regions (TL2)","US28","Mississippi","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,5026,,
"2","Large regions (TL2)","RU35","Rostov Oblast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,16278,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,1.54,,
"2","Large regions (TL2)","RU18","City of Moscow","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,6.63,,
"2","Large regions (TL2)","NO02","Innlandet","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,1467,,
"2","Large regions (TL2)","UKD","North West England","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.1,,
"2","Large regions (TL2)","RU73","Omsk Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,10003,,
"2","Large regions (TL2)","FRY2","Martinique","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,2.54,,
"2","Large regions (TL2)","EL43","Crete","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,3351,,
"2","Large regions (TL2)","ES21","Basque Country","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.95,,
"2","Large regions (TL2)","RU41","Chechen Republic","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3638,,
"2","Large regions (TL2)","SI04","Western Slovenia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,3.23,,
"2","Large regions (TL2)","IL06","Southern District","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,2720,,
"2","Large regions (TL2)","EL30","Attica","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,29030,,
"2","Large regions (TL2)","LV00","Latvia","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,6642,,
"2","Large regions (TL2)","EL41","North Aegean","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,765,,
"2","Large regions (TL2)","SI03","Eastern Slovenia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1.94,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,3193,,
"2","Large regions (TL2)","FRY3","French Guiana","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,2,,
"2","Large regions (TL2)","NO02","Innlandet","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,3.82,,
"2","Large regions (TL2)","FRY2","Martinique","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,1009,,
"2","Large regions (TL2)","RU41","Chechen Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.68,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,1.43,,
"2","Large regions (TL2)","DK02","Zealand","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.37,,
"2","Large regions (TL2)","EE00","Estonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.33,,
"2","Large regions (TL2)","NL21","Overijssel","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.46,,
"2","Large regions (TL2)","RU21","Arkhangelsk Oblast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,6604,,
"2","Large regions (TL2)","ITH2","Province of Trento","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.26,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.76,,
"2","Large regions (TL2)","SK02","West Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.63,,
"2","Large regions (TL2)","FRY1","Guadeloupe","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,1028,,
"2","Large regions (TL2)","RU54","Samara Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,14562,,
"2","Large regions (TL2)","JPC","Northern-Kanto, Koshin","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,20172,,
"2","Large regions (TL2)","EL51","Eastern Macedonia, Thrace","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,3.51,,
"2","Large regions (TL2)","US24","Maryland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.44,,
"1","Country","BEL","Belgium","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,42239,,
"2","Large regions (TL2)","EL51","Eastern Macedonia, Thrace","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.8,,
"2","Large regions (TL2)","EL65","Peloponnese","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,2274,,
"2","Large regions (TL2)","EL64","Central Greece","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,1864,,
"2","Large regions (TL2)","DEC","Saarland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,1.58,,
"2","Large regions (TL2)","TR62","Mediterranean region - Middle","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.62,,
"2","Large regions (TL2)","EL43","Crete","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3983,,
"2","Large regions (TL2)","US53","Washington","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.49,,
"2","Large regions (TL2)","TRB1","Eastern Anatolia - West","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3025,,
"2","Large regions (TL2)","CH04","Zurich","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,5.11,,
"2","Large regions (TL2)","EL64","Central Greece","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,1421,,
"2","Large regions (TL2)","RU34","Volgograd Oblast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.81,,
"2","Large regions (TL2)","EL52","Central Macedonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,4.87,,
"2","Large regions (TL2)","LV00","Latvia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,3.06,,
"2","Large regions (TL2)","EL42","South Aegean","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,2.78,,
"2","Large regions (TL2)","RU11","Oryol Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,3382,,
"2","Large regions (TL2)","PL43","Lubusz","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,2085,,
"2","Large regions (TL2)","AT13","Vienna","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,12440,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.78,,
"2","Large regions (TL2)","FRY4","La Réunion","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,2.49,,
"2","Large regions (TL2)","EL62","Ionian Islands","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,4.48,,
"2","Large regions (TL2)","FRY1","Guadeloupe","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,2.39,,
"1","Country","MEX","Mexico","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,173561,,
"2","Large regions (TL2)","EL61","Thessaly","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,3523,,
"2","Large regions (TL2)","CZ04","Northwest","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,3.29,,
"2","Large regions (TL2)","EL65","Peloponnese","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,3.76,,
"2","Large regions (TL2)","FRY3","French Guiana","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,348,,
"2","Large regions (TL2)","CZ03","Southwest","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,4450.64,,
"2","Large regions (TL2)","CZ05","Northeast","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,5060.69,,
"2","Large regions (TL2)","SI04","Western Slovenia","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,2508,,
"2","Large regions (TL2)","US08","Colorado","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.53,,
"2","Large regions (TL2)","FRY3","French Guiana","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,319,,
"2","Large regions (TL2)","US09","Connecticut","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.39,,
"2","Large regions (TL2)","US47","Tennessee","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.46,,
"2","Large regions (TL2)","AU7","Northern Territory","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.43,,
"2","Large regions (TL2)","EL51","Eastern Macedonia, Thrace","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,2912,,
"2","Large regions (TL2)","US49","Utah","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,5596,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,960,,
"2","Large regions (TL2)","FRY2","Martinique","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,868,,
"2","Large regions (TL2)","CH01","Lake Geneva Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,4.83,,
"2","Large regions (TL2)","EL42","South Aegean","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,3.23,,
"2","Large regions (TL2)","RU28","Pskov Oblast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.34,,
"2","Large regions (TL2)","LV00","Latvia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,3.02,,
"2","Large regions (TL2)","FRY2","Martinique","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,1022,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.52,,
"2","Large regions (TL2)","US55","Wisconsin","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,14200,,
"2","Large regions (TL2)","CZ05","Northeast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,6292.22,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,948,,
"2","Large regions (TL2)","UKH","East of England","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,9686,,
"2","Large regions (TL2)","PT16","Central Portugal","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.09,,
"2","Large regions (TL2)","FRY4","La Réunion","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,2683,,
"2","Large regions (TL2)","EL65","Peloponnese","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,1897,,
"2","Large regions (TL2)","RU47","Udmurt Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,5.37,,
"2","Large regions (TL2)","ES22","Navarra","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,2197,,
"2","Large regions (TL2)","NL41","North Brabant","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.4,,
"2","Large regions (TL2)","CZ05","Northeast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.26,,
"2","Large regions (TL2)","FRY1","Guadeloupe","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,2.27,,
"2","Large regions (TL2)","EL65","Peloponnese","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.85,,
"2","Large regions (TL2)","EL54","Epirus","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,1954,,
"2","Large regions (TL2)","RU14","Tambov Oblast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.45,,
"2","Large regions (TL2)","RU69","Krasnoyarsk Krai","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,13644,,
"2","Large regions (TL2)","US02","Alaska","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,1544,,
"2","Large regions (TL2)","IL01","Jerusalem District","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.74,,
"2","Large regions (TL2)","US01","Alabama","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,10092,,
"1","Country","LVA","Latvia","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,6564,,
"2","Large regions (TL2)","EL42","South Aegean","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,1174,,
"2","Large regions (TL2)","FRY4","La Réunion","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,2.69,,
"2","Large regions (TL2)","RU05","Ivanovo Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,4506,,
"2","Large regions (TL2)","UKI","Greater London","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.18,,
"2","Large regions (TL2)","ITF6","Calabria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.81,,
"1","Country","EST","Estonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.36,,
"2","Large regions (TL2)","EL63","Western Greece","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,2810,,
"2","Large regions (TL2)","US11","District of Columbia","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,4091,,
"2","Large regions (TL2)","SE32","Central Norrland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.57,,
"2","Large regions (TL2)","ITC1","Piedmont","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.52,,
"2","Large regions (TL2)","JPD","Southern-Kanto","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,82130,,
"2","Large regions (TL2)","RU77","Primorsky Krai","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,10110,,
"2","Large regions (TL2)","UKC","North East England","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,5984,,
"2","Large regions (TL2)","AU3","Queensland","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,16963,,
"2","Large regions (TL2)","RU82","Jewish Autonomous Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,630,,
"2","Large regions (TL2)","UKC","North East England","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,2.37,,
"2","Large regions (TL2)","FRY4","La Réunion","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,3.06,,
"2","Large regions (TL2)","EL65","Peloponnese","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,2204,,
"2","Large regions (TL2)","AU5","Western Australia","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,8263,,
"1","Country","HUN","Hungary","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,3.02,,
"2","Large regions (TL2)","RU33","Astrakhan Oblast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,6.45,,
"2","Large regions (TL2)","IL05","Tel Aviv District","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.87,,
"2","Large regions (TL2)","UKG","West Midlands","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,11032,,
"2","Large regions (TL2)","FRY1","Guadeloupe","DOC","Active Physicians (number)","ALL","All regions","2016","2016",,,"0","Units",,,1071,,
"2","Large regions (TL2)","EL54","Epirus","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,5.97,,
"2","Large regions (TL2)","US33","New Hampshire","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3730,,
"2","Large regions (TL2)","FRY2","Martinique","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,2.59,,
"2","Large regions (TL2)","RU65","Tyva Republic","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,1471,,
"2","Large regions (TL2)","KR06","Gangwon Region","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,3017,,
"2","Large regions (TL2)","EL51","Eastern Macedonia, Thrace","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,2790,,
"2","Large regions (TL2)","CH07","Ticino","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,1401,,
"2","Large regions (TL2)","EL64","Central Greece","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,2.78,,
"2","Large regions (TL2)","RU40","Republic of North Ossetia-Alania","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,4536,,
"2","Large regions (TL2)","EE00","Estonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.28,,
"2","Large regions (TL2)","EL30","Attica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,7.54,,
"2","Large regions (TL2)","AU6","Tasmania","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,1897,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,2.86,,
"2","Large regions (TL2)","DE2","Bavaria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,1.55,,
"2","Large regions (TL2)","FRY2","Martinique","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,2.67,,
"2","Large regions (TL2)","RU51","Nizhny Novgorod Oblast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,16075,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,4.33,,
"2","Large regions (TL2)","NO06","Trøndelag","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,2038,,
"2","Large regions (TL2)","US27","Minnesota","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,14967,,
"2","Large regions (TL2)","US22","Louisiana","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.62,,
"2","Large regions (TL2)","LV00","Latvia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,3.12,,
"2","Large regions (TL2)","FI20","Åland","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,62,,
"2","Large regions (TL2)","US26","Michigan","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,23846,,
"2","Large regions (TL2)","DEG","Thuringia","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,8496,,
"2","Large regions (TL2)","TR63","Mediterranean region - East ","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.27,,
"2","Large regions (TL2)","NO01","Oslo and Akershus","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,6490,,
"2","Large regions (TL2)","SI03","Eastern Slovenia","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,2065,,
"2","Large regions (TL2)","NO03","South-Eastern Norway","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,3711,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,1.42,,
"2","Large regions (TL2)","FRY2","Martinique","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,2.62,,
"2","Large regions (TL2)","US17","Illinois","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.58,,
"1","Country","GBR","United Kingdom","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,177352,,
"2","Large regions (TL2)","KR02","Gyeongnam Region","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,17203,,
"2","Large regions (TL2)","RU62","Chelyabinsk Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,13784,,
"2","Large regions (TL2)","HU33","Southern Great Plain","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.27,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.98,,
"2","Large regions (TL2)","SI04","Western Slovenia","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,3161,,
"2","Large regions (TL2)","US37","North Carolina","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.32,,
"2","Large regions (TL2)","TRB2","Eastern Anatolia - East","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.08,,
"2","Large regions (TL2)","SI04","Western Slovenia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.23,,
"2","Large regions (TL2)","EL62","Ionian Islands","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.37,,
"2","Large regions (TL2)","RU57","Kurgan Oblast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,2625,,
